performance_id,song_id,video_id,start_seconds,end_seconds,published_at
perf_1296,song_0436,19ShypARiKc,11335,11598,2025-09-02T19:45:41Z
perf_1297,song_0643,19ShypARiKc,11598,12458,2025-09-02T19:45:41Z
perf_1298,song_0421,19ShypARiKc,12458,12721,2025-09-02T19:45:41Z
perf_1299,song_0405,19ShypARiKc,12721,13021,2025-09-02T19:45:41Z
perf_1300,song_0429,VpqN8bJ0pfc,1167,1397,2025-08-21T17:35:26Z
perf_1301,song_0430,VpqN8bJ0pfc,1397,1780,2025-08-21T17:35:26Z
perf_1302,song_0411,VpqN8bJ0pfc,1780,2271,2025-08-21T17:35:26Z
perf_1303,song_0412,VpqN8bJ0pfc,2271,2610,2025-08-21T17:35:26Z
perf_1304,song_0644,VpqN8bJ0pfc,2610,2838,2025-08-21T17:35:26Z
perf_1305,song_0645,VpqN8bJ0pfc,2838,3119,2025-08-21T17:35:26Z
perf_1306,song_0646,VpqN8bJ0pfc,3119,3400,2025-08-21T17:35:26Z
perf_1307,song_0647,VpqN8bJ0pfc,3400,3609,2025-08-21T17:35:26Z
perf_1308,song_0420,VpqN8bJ0pfc,3609,3827,2025-08-21T17:35:26Z
perf_1309,song_0546,VpqN8bJ0pfc,3827,4078,2025-08-21T17:35:26Z
perf_1310,song_0648,VpqN8bJ0pfc,4078,4399,2025-08-21T17:35:26Z
perf_1311,song_0046,VpqN8bJ0pfc,4399,4726,2025-08-21T17:35:26Z
perf_1312,song_0425,VpqN8bJ0pfc,4726,5482,2025-08-21T17:35:26Z
perf_1313,song_0418,VpqN8bJ0pfc,5482,5721,2025-08-21T17:35:26Z
perf_1314,song_0649,VpqN8bJ0pfc,5721,6636,2025-08-21T17:35:26Z
perf_1315,song_0650,VpqN8bJ0pfc,6636,6886,2025-08-21T17:35:26Z
perf_1316,song_0495,VpqN8bJ0pfc,6886,7148,2025-08-21T17:35:26Z
perf_1317,song_0634,VpqN8bJ0pfc,7148,7614,2025-08-21T17:35:26Z
perf_1318,song_0003,VpqN8bJ0pfc,7614,7875,2025-08-21T17:35:26Z
perf_1319,song_0066,VpqN8bJ0pfc,7875,8183,2025-08-21T17:35:26Z
perf_1320,song_0455,VpqN8bJ0pfc,8183,9271,2025-08-21T17:35:26Z
perf_1321,song_0651,VpqN8bJ0pfc,9271,9830,2025-08-21T17:35:26Z
perf_1322,song_0047,VpqN8bJ0pfc,9830,10180,2025-08-21T17:35:26Z
perf_1323,song_0410,VpqN8bJ0pfc,10180,10412,2025-08-21T17:35:26Z
perf_1324,song_0002,VpqN8bJ0pfc,10412,10737,2025-08-21T17:35:26Z
perf_1325,song_0452,VpqN8bJ0pfc,10737,10964,2025-08-21T17:35:26Z
perf_1326,song_0431,VpqN8bJ0pfc,10964,11264,2025-08-21T17:35:26Z
perf_1327,song_0652,m2X2bZ-O6U4,1049,1095,2025-08-20T16:30:12Z
perf_1328,song_0444,m2X2bZ-O6U4,1416,1702,2025-08-20T16:30:12Z
perf_1329,song_0315,m2X2bZ-O6U4,1702,2968,2025-08-20T16:30:12Z
perf_1330,song_0362,m2X2bZ-O6U4,2968,4368,2025-08-20T16:30:12Z
perf_1331,song_0653,m2X2bZ-O6U4,4368,4680,2025-08-20T16:30:12Z
perf_1332,song_0609,m2X2bZ-O6U4,4680,5006,2025-08-20T16:30:12Z
perf_1333,song_0654,m2X2bZ-O6U4,5006,5358,2025-08-20T16:30:12Z
perf_1334,song_0466,m2X2bZ-O6U4,5358,5723,2025-08-20T16:30:12Z
perf_1335,song_0465,m2X2bZ-O6U4,5723,6527,2025-08-20T16:30:12Z
perf_1336,song_0624,m2X2bZ-O6U4,6527,6833,2025-08-20T16:30:12Z
perf_1337,song_0359,m2X2bZ-O6U4,6833,7133,2025-08-20T16:30:12Z
perf_1338,song_0048,N72prMJhR2Q,1140,1480,2025-08-19T18:34:47Z
perf_1339,song_0615,N72prMJhR2Q,1480,1516,2025-08-19T18:34:47Z
perf_1340,song_0655,N72prMJhR2Q,1516,1932,2025-08-19T18:34:47Z
perf_1341,song_0656,N72prMJhR2Q,1932,2226,2025-08-19T18:34:47Z
perf_1342,song_0442,N72prMJhR2Q,2226,2778,2025-08-19T18:34:47Z
perf_1343,song_0657,N72prMJhR2Q,2778,3069,2025-08-19T18:34:47Z
perf_1344,song_0110,N72prMJhR2Q,3069,3425,2025-08-19T18:34:47Z
perf_1345,song_0102,N72prMJhR2Q,3425,3708,2025-08-19T18:34:47Z
perf_1346,song_0103,N72prMJhR2Q,3708,3947,2025-08-19T18:34:47Z
perf_1347,song_0092,N72prMJhR2Q,3947,4227,2025-08-19T18:34:47Z
perf_1348,song_0658,N72prMJhR2Q,4227,4823,2025-08-19T18:34:47Z
perf_1349,song_0659,N72prMJhR2Q,4823,5090,2025-08-19T18:34:47Z
perf_1350,song_0135,N72prMJhR2Q,5090,5376,2025-08-19T18:34:47Z
perf_1351,song_0660,N72prMJhR2Q,5376,5656,2025-08-19T18:34:47Z
perf_1352,song_0661,N72prMJhR2Q,5656,5950,2025-08-19T18:34:47Z
perf_1353,song_0662,N72prMJhR2Q,5950,6269,2025-08-19T18:34:47Z
perf_1354,song_0392,N72prMJhR2Q,6269,6535,2025-08-19T18:34:47Z
perf_1355,song_0547,N72prMJhR2Q,6535,6846,2025-08-19T18:34:47Z
perf_1356,song_0117,N72prMJhR2Q,6846,7069,2025-08-19T18:34:47Z
perf_1357,song_0439,N72prMJhR2Q,7069,7390,2025-08-19T18:34:47Z
perf_1358,song_0486,N72prMJhR2Q,7390,7650,2025-08-19T18:34:47Z
perf_1359,song_0112,N72prMJhR2Q,7650,7876,2025-08-19T18:34:47Z
perf_1360,song_0114,N72prMJhR2Q,7876,8139,2025-08-19T18:34:47Z
perf_1361,song_0111,N72prMJhR2Q,8139,8381,2025-08-19T18:34:47Z
perf_1362,song_0097,N72prMJhR2Q,8381,8667,2025-08-19T18:34:47Z
perf_1363,song_0663,N72prMJhR2Q,8667,8741,2025-08-19T18:34:47Z
perf_1364,song_0007,N72prMJhR2Q,8741,9037,2025-08-19T18:34:47Z
perf_1365,song_0193,N72prMJhR2Q,9037,9779,2025-08-19T18:34:47Z
perf_1366,song_0318,N72prMJhR2Q,9779,10126,2025-08-19T18:34:47Z
perf_1367,song_0664,N72prMJhR2Q,10126,10395,2025-08-19T18:34:47Z
perf_1368,song_0665,N72prMJhR2Q,10395,11250,2025-08-19T18:34:47Z
perf_1369,song_0098,N72prMJhR2Q,11250,11550,2025-08-19T18:34:47Z
perf_1370,song_0513,G900qZaUqGg,746,1040,2025-08-18T18:59:19Z
perf_1371,song_0666,G900qZaUqGg,1252,1520,2025-08-18T18:59:19Z
perf_1372,song_0667,G900qZaUqGg,1697,2098,2025-08-18T18:59:19Z
perf_1373,song_0033,G900qZaUqGg,2255,2577,2025-08-18T18:59:19Z
perf_1374,song_0032,G900qZaUqGg,2595,2900,2025-08-18T18:59:19Z
perf_1375,song_0485,G900qZaUqGg,3067,3332,2025-08-18T18:59:19Z
perf_1376,song_0668,G900qZaUqGg,3376,3696,2025-08-18T18:59:19Z
perf_1377,song_0516,G900qZaUqGg,3952,4145,2025-08-18T18:59:19Z
perf_1378,song_0409,G900qZaUqGg,4156,4343,2025-08-18T18:59:19Z
perf_1379,song_0441,G900qZaUqGg,4367,4627,2025-08-18T18:59:19Z
perf_1380,song_0464,G900qZaUqGg,4706,4937,2025-08-18T18:59:19Z
perf_1381,song_0121,G900qZaUqGg,4960,5217,2025-08-18T18:59:19Z
perf_1382,song_0383,G900qZaUqGg,5239,5466,2025-08-18T18:59:19Z
perf_1383,song_0546,G900qZaUqGg,5504,5758,2025-08-18T18:59:19Z
perf_1384,song_0467,G900qZaUqGg,5789,6013,2025-08-18T18:59:19Z
perf_1385,song_0612,G900qZaUqGg,6066,6342,2025-08-18T18:59:19Z
perf_1386,song_0319,G900qZaUqGg,6382,6625,2025-08-18T18:59:19Z
perf_1387,song_0403,G900qZaUqGg,6662,6928,2025-08-18T18:59:19Z
perf_1388,song_0318,G900qZaUqGg,6967,7251,2025-08-18T18:59:19Z
perf_1389,song_0479,G900qZaUqGg,7315,7613,2025-08-18T18:59:19Z
perf_1390,song_0437,G900qZaUqGg,7656,7856,2025-08-18T18:59:19Z
perf_1391,song_0007,G900qZaUqGg,7910,8151,2025-08-18T18:59:19Z
perf_1392,song_0065,G900qZaUqGg,8224,8485,2025-08-18T18:59:19Z
perf_1393,song_0001,G900qZaUqGg,8674,8911,2025-08-18T18:59:19Z
perf_1394,song_0167,G900qZaUqGg,8948,9157,2025-08-18T18:59:19Z
perf_1395,song_0008,G900qZaUqGg,9176,9455,2025-08-18T18:59:19Z
perf_1396,song_0069,G900qZaUqGg,9475,9678,2025-08-18T18:59:19Z
perf_1397,song_0075,G900qZaUqGg,9898,10227,2025-08-18T18:59:19Z
perf_1398,song_0066,G900qZaUqGg,11005,11221,2025-08-18T18:59:19Z
perf_1399,song_0146,G900qZaUqGg,11228,11465,2025-08-18T18:59:19Z
perf_1400,song_0164,G900qZaUqGg,11485,11663,2025-08-18T18:59:19Z
perf_1401,song_0154,G900qZaUqGg,11708,11962,2025-08-18T18:59:19Z
perf_1402,song_0064,G900qZaUqGg,12071,12351,2025-08-18T18:59:19Z
perf_1403,song_0199,G900qZaUqGg,12827,13097,2025-08-18T18:59:19Z
perf_1404,song_0006,G900qZaUqGg,13132,13396,2025-08-18T18:59:19Z
perf_1405,song_0134,G900qZaUqGg,13450,13698,2025-08-18T18:59:19Z
perf_1406,song_0200,G900qZaUqGg,13760,14104,2025-08-18T18:59:19Z
perf_1407,song_0024,9DGL-LRRU0c,1355,1647,2025-08-16T19:28:54Z
perf_1408,song_0041,9DGL-LRRU0c,1793,2054,2025-08-16T19:28:54Z
perf_1409,song_0098,9DGL-LRRU0c,2173,2398,2025-08-16T19:28:54Z
perf_1410,song_0105,9DGL-LRRU0c,2473,2677,2025-08-16T19:28:54Z
perf_1411,song_0601,9DGL-LRRU0c,2709,2949,2025-08-16T19:28:54Z
perf_1412,song_0114,9DGL-LRRU0c,2958,3197,2025-08-16T19:28:54Z
perf_1413,song_0452,9DGL-LRRU0c,3315,3530,2025-08-16T19:28:54Z
perf_1414,song_0418,9DGL-LRRU0c,3545,3793,2025-08-16T19:28:54Z
perf_1415,song_0478,9DGL-LRRU0c,3810,4021,2025-08-16T19:28:54Z
perf_1416,song_0319,9DGL-LRRU0c,4038,4284,2025-08-16T19:28:54Z
perf_1417,song_0007,9DGL-LRRU0c,4293,4530,2025-08-16T19:28:54Z
perf_1418,song_0134,9DGL-LRRU0c,4682,4939,2025-08-16T19:28:54Z
perf_1419,song_0669,9DGL-LRRU0c,4965,5209,2025-08-16T19:28:54Z
perf_1420,song_0670,9DGL-LRRU0c,6260,6448,2025-08-16T19:28:54Z
perf_1421,song_0131,9DGL-LRRU0c,6489,6727,2025-08-16T19:28:54Z
perf_1422,song_0188,9DGL-LRRU0c,6821,7092,2025-08-16T19:28:54Z
perf_1423,song_0486,9DGL-LRRU0c,7148,7326,2025-08-16T19:28:54Z
perf_1424,song_0466,9DGL-LRRU0c,7354,7586,2025-08-16T19:28:54Z
perf_1425,song_0671,9DGL-LRRU0c,8789,9030,2025-08-16T19:28:54Z
perf_1426,song_0101,9DGL-LRRU0c,9205,9489,2025-08-16T19:28:54Z
perf_1427,song_0119,9DGL-LRRU0c,9509,9745,2025-08-16T19:28:54Z
perf_1428,song_0116,9DGL-LRRU0c,9793,10013,2025-08-16T19:28:54Z
perf_1429,song_0112,9DGL-LRRU0c,10053,10252,2025-08-16T19:28:54Z
perf_1430,song_0672,9DGL-LRRU0c,10616,10758,2025-08-16T19:28:54Z
perf_1431,song_0106,9DGL-LRRU0c,10782,11108,2025-08-16T19:28:54Z
perf_1432,song_0118,9DGL-LRRU0c,11121,11357,2025-08-16T19:28:54Z
perf_1433,song_0196,9DGL-LRRU0c,11547,11775,2025-08-16T19:28:54Z
perf_1434,song_0388,9DGL-LRRU0c,12387,12555,2025-08-16T19:28:54Z
perf_1435,song_0640,9DGL-LRRU0c,12726,12928,2025-08-16T19:28:54Z
perf_1436,song_0397,9DGL-LRRU0c,13273,13494,2025-08-16T19:28:54Z
perf_1437,song_0372,QmQ6fQlPcdY,1088,1545,2025-08-14T17:05:42Z
perf_1438,song_0371,QmQ6fQlPcdY,1545,2172,2025-08-14T17:05:42Z
perf_1439,song_0673,QmQ6fQlPcdY,2172,2581,2025-08-14T17:05:42Z
perf_1440,song_0354,QmQ6fQlPcdY,2581,3398,2025-08-14T17:05:42Z
perf_1441,song_0378,QmQ6fQlPcdY,3398,3694,2025-08-14T17:05:42Z
perf_1442,song_0359,QmQ6fQlPcdY,3694,3933,2025-08-14T17:05:42Z
perf_1443,song_0360,QmQ6fQlPcdY,3933,4199,2025-08-14T17:05:42Z
perf_1444,song_0361,QmQ6fQlPcdY,4199,4508,2025-08-14T17:05:42Z
perf_1445,song_0674,QmQ6fQlPcdY,4508,4719,2025-08-14T17:05:42Z
perf_1446,song_0625,QmQ6fQlPcdY,4719,5024,2025-08-14T17:05:42Z
perf_1447,song_0363,QmQ6fQlPcdY,5024,5561,2025-08-14T17:05:42Z
perf_1448,song_0624,QmQ6fQlPcdY,5561,5942,2025-08-14T17:05:42Z
perf_1449,song_0362,QmQ6fQlPcdY,5942,6247,2025-08-14T17:05:42Z
perf_1450,song_0381,QmQ6fQlPcdY,6247,6585,2025-08-14T17:05:42Z
perf_1451,song_0365,QmQ6fQlPcdY,6585,6818,2025-08-14T17:05:42Z
perf_1452,song_0529,QmQ6fQlPcdY,6818,7342,2025-08-14T17:05:42Z
perf_1453,song_0380,QmQ6fQlPcdY,7342,7616,2025-08-14T17:05:42Z
perf_1454,song_0675,QmQ6fQlPcdY,7616,7861,2025-08-14T17:05:42Z
perf_1455,song_0370,QmQ6fQlPcdY,7861,8136,2025-08-14T17:05:42Z
perf_1456,song_0369,QmQ6fQlPcdY,8136,8455,2025-08-14T17:05:42Z
perf_1457,song_0676,QmQ6fQlPcdY,8455,8805,2025-08-14T17:05:42Z
perf_1458,song_0353,QmQ6fQlPcdY,8805,9009,2025-08-14T17:05:42Z
perf_1459,song_0374,QmQ6fQlPcdY,9009,9306,2025-08-14T17:05:42Z
perf_1460,song_0367,QmQ6fQlPcdY,9306,9606,2025-08-14T17:05:42Z
perf_1461,song_0373,dC089t-RiRY,914,1324,2025-08-13T19:03:02Z
perf_1462,song_0357,dC089t-RiRY,1324,1835,2025-08-13T19:03:02Z
perf_1463,song_0237,dC089t-RiRY,1835,2174,2025-08-13T19:03:02Z
perf_1464,song_0403,dC089t-RiRY,2174,2612,2025-08-13T19:03:02Z
perf_1465,song_0638,dC089t-RiRY,2612,2994,2025-08-13T19:03:02Z
perf_1466,song_0443,dC089t-RiRY,2994,3295,2025-08-13T19:03:02Z
perf_1467,song_0677,dC089t-RiRY,3295,3556,2025-08-13T19:03:02Z
perf_1468,song_0678,dC089t-RiRY,3556,3953,2025-08-13T19:03:02Z
perf_1469,song_0679,dC089t-RiRY,3953,4074,2025-08-13T19:03:02Z
perf_1470,song_0680,dC089t-RiRY,4074,4490,2025-08-13T19:03:02Z
perf_1471,song_0681,dC089t-RiRY,4490,4863,2025-08-13T19:03:02Z
perf_1472,song_0639,dC089t-RiRY,4863,5414,2025-08-13T19:03:02Z
perf_1473,song_0682,dC089t-RiRY,5414,5787,2025-08-13T19:03:02Z
perf_1474,song_0446,dC089t-RiRY,5787,6077,2025-08-13T19:03:02Z
perf_1475,song_0683,dC089t-RiRY,6077,6670,2025-08-13T19:03:02Z
perf_1476,song_0635,dC089t-RiRY,6670,6909,2025-08-13T19:03:02Z
perf_1477,song_0001,dC089t-RiRY,6909,7162,2025-08-13T19:03:02Z
perf_1478,song_0069,dC089t-RiRY,7162,7428,2025-08-13T19:03:02Z
perf_1479,song_0065,dC089t-RiRY,7428,7840,2025-08-13T19:03:02Z
perf_1480,song_0488,dC089t-RiRY,7840,8154,2025-08-13T19:03:02Z
perf_1481,song_0439,dC089t-RiRY,8154,8466,2025-08-13T19:03:02Z
perf_1482,song_0315,dC089t-RiRY,8466,8755,2025-08-13T19:03:02Z
perf_1483,song_0402,dC089t-RiRY,8755,9034,2025-08-13T19:03:02Z
perf_1484,song_0441,dC089t-RiRY,9034,9446,2025-08-13T19:03:02Z
perf_1485,song_0401,dC089t-RiRY,9446,9659,2025-08-13T19:03:02Z
perf_1486,song_0433,dC089t-RiRY,9659,9966,2025-08-13T19:03:02Z
perf_1487,song_0178,dC089t-RiRY,9966,10240,2025-08-13T19:03:02Z
perf_1488,song_0167,dC089t-RiRY,10240,10584,2025-08-13T19:03:02Z
perf_1489,song_0068,dC089t-RiRY,10584,10875,2025-08-13T19:03:02Z
perf_1490,song_0164,dC089t-RiRY,10875,11141,2025-08-13T19:03:02Z
perf_1491,song_0064,dC089t-RiRY,11141,11878,2025-08-13T19:03:02Z
perf_1492,song_0472,dC089t-RiRY,11878,12350,2025-08-13T19:03:02Z
perf_1493,song_0044,dC089t-RiRY,12350,13385,2025-08-13T19:03:02Z
perf_1494,song_0045,dC089t-RiRY,13385,14035,2025-08-13T19:03:02Z
perf_1495,song_0685,dC089t-RiRY,14035,14312,2025-08-13T19:03:02Z
perf_1496,song_0209,dC089t-RiRY,14312,14555,2025-08-13T19:03:02Z
perf_1497,song_0684,dC089t-RiRY,14555,14598,2025-08-13T19:03:02Z
perf_1498,song_0686,wDr39WqUL0E,1119,1388,2025-08-11T18:34:48Z
perf_1499,song_0405,wDr39WqUL0E,1388,1673,2025-08-11T18:34:48Z
perf_1500,song_0687,wDr39WqUL0E,1673,1991,2025-08-11T18:34:48Z
perf_1501,song_0688,wDr39WqUL0E,1991,2387,2025-08-11T18:34:48Z
perf_1502,song_0444,wDr39WqUL0E,2387,2740,2025-08-11T18:34:48Z
perf_1503,song_0689,wDr39WqUL0E,2740,3005,2025-08-11T18:34:48Z
perf_1504,song_0609,wDr39WqUL0E,3005,3352,2025-08-11T18:34:48Z
perf_1505,song_0610,wDr39WqUL0E,3352,4003,2025-08-11T18:34:48Z
perf_1506,song_0690,wDr39WqUL0E,4003,4255,2025-08-11T18:34:48Z
perf_1507,song_0547,wDr39WqUL0E,4255,4657,2025-08-11T18:34:48Z
perf_1508,song_0511,wDr39WqUL0E,4657,5038,2025-08-11T18:34:48Z
perf_1509,song_0484,wDr39WqUL0E,5038,5435,2025-08-11T18:34:48Z
perf_1510,song_0691,wDr39WqUL0E,5435,5872,2025-08-11T18:34:48Z
perf_1511,song_0425,wDr39WqUL0E,5872,6200,2025-08-11T18:34:48Z
perf_1512,song_0008,wDr39WqUL0E,6200,6478,2025-08-11T18:34:48Z
perf_1513,song_0066,wDr39WqUL0E,6478,6920,2025-08-11T18:34:48Z
perf_1514,song_0495,wDr39WqUL0E,6920,7276,2025-08-11T18:34:48Z
perf_1515,song_0692,wDr39WqUL0E,7276,7576,2025-08-11T18:34:48Z
perf_1516,song_0693,k7asFBbkFYs,1416,1769,2025-08-10T18:20:31Z
perf_1517,song_0694,k7asFBbkFYs,1769,2126,2025-08-10T18:20:31Z
perf_1518,song_0695,k7asFBbkFYs,2126,2569,2025-08-10T18:20:31Z
perf_1519,song_0696,k7asFBbkFYs,2569,3117,2025-08-10T18:20:31Z
perf_1520,song_0697,k7asFBbkFYs,3117,3695,2025-08-10T18:20:31Z
perf_1521,song_0698,k7asFBbkFYs,3695,4181,2025-08-10T18:20:31Z
perf_1522,song_0699,k7asFBbkFYs,4181,4535,2025-08-10T18:20:31Z
perf_1523,song_0700,k7asFBbkFYs,4535,4775,2025-08-10T18:20:31Z
perf_1524,song_0701,k7asFBbkFYs,4775,5180,2025-08-10T18:20:31Z
perf_1525,song_0702,k7asFBbkFYs,5180,6457,2025-08-10T18:20:31Z
perf_1526,song_0703,k7asFBbkFYs,6457,6743,2025-08-10T18:20:31Z
perf_1527,song_0704,k7asFBbkFYs,6743,7377,2025-08-10T18:20:31Z
perf_1528,song_0705,k7asFBbkFYs,7377,7664,2025-08-10T18:20:31Z
perf_1529,song_0706,k7asFBbkFYs,7664,8168,2025-08-10T18:20:31Z
perf_1530,song_0707,k7asFBbkFYs,8168,8528,2025-08-10T18:20:31Z
perf_1531,song_0708,k7asFBbkFYs,8528,8958,2025-08-10T18:20:31Z
perf_1532,song_0709,k7asFBbkFYs,8958,9208,2025-08-10T18:20:31Z
perf_1533,song_0710,k7asFBbkFYs,9208,9524,2025-08-10T18:20:31Z
perf_1534,song_0711,k7asFBbkFYs,9524,9862,2025-08-10T18:20:31Z
perf_1535,song_0712,k7asFBbkFYs,9862,11086,2025-08-10T18:20:31Z
perf_1536,song_0713,k7asFBbkFYs,11086,11386,2025-08-10T18:20:31Z
perf_1537,song_0402,PCFJGWsxuXg,825,1084,2025-08-09T19:28:13Z
perf_1538,song_0432,PCFJGWsxuXg,1096,1306,2025-08-09T19:28:13Z
perf_1539,song_0444,PCFJGWsxuXg,1450,1713,2025-08-09T19:28:13Z
perf_1540,song_0667,PCFJGWsxuXg,1847,2235,2025-08-09T19:28:13Z
perf_1541,song_0110,PCFJGWsxuXg,2449,2752,2025-08-09T19:28:13Z
perf_1542,song_0102,PCFJGWsxuXg,2933,3189,2025-08-09T19:28:13Z
perf_1543,song_0364,PCFJGWsxuXg,3218,3472,2025-08-09T19:28:13Z
perf_1544,song_0354,PCFJGWsxuXg,3508,3753,2025-08-09T19:28:13Z
perf_1545,song_0624,PCFJGWsxuXg,3796,4057,2025-08-09T19:28:13Z
perf_1546,song_0714,PCFJGWsxuXg,4130,4359,2025-08-09T19:28:13Z
perf_1547,song_0609,PCFJGWsxuXg,4386,4680,2025-08-09T19:28:13Z
perf_1548,song_0064,PCFJGWsxuXg,4739,5029,2025-08-09T19:28:13Z
perf_1549,song_0070,PCFJGWsxuXg,5085,5346,2025-08-09T19:28:13Z
perf_1550,song_0006,PCFJGWsxuXg,5469,5727,2025-08-09T19:28:13Z
perf_1551,song_0008,PCFJGWsxuXg,5757,6029,2025-08-09T19:28:13Z
perf_1552,song_0001,PCFJGWsxuXg,6076,6319,2025-08-09T19:28:13Z
perf_1553,song_0007,PCFJGWsxuXg,6354,6594,2025-08-09T19:28:13Z
perf_1554,song_0134,PCFJGWsxuXg,7251,7506,2025-08-09T19:28:13Z
perf_1555,song_0069,PCFJGWsxuXg,7548,7744,2025-08-09T19:28:13Z
perf_1556,song_0487,eXlDZNtJpi8,298,524,2025-08-08T17:28:19Z
perf_1557,song_0372,eXlDZNtJpi8,553,759,2025-08-08T17:28:19Z
perf_1558,song_0315,eXlDZNtJpi8,788,1062,2025-08-08T17:28:19Z
perf_1559,song_0118,eXlDZNtJpi8,1135,1381,2025-08-08T17:28:19Z
perf_1560,song_0370,eXlDZNtJpi8,1395,1586,2025-08-08T17:28:19Z
perf_1561,song_0374,eXlDZNtJpi8,1601,1891,2025-08-08T17:28:19Z
perf_1562,song_0443,eXlDZNtJpi8,1949,2158,2025-08-08T17:28:19Z
perf_1563,song_0715,eXlDZNtJpi8,2235,2508,2025-08-08T17:28:19Z
perf_1564,song_0661,eXlDZNtJpi8,2588,2887,2025-08-08T17:28:19Z
perf_1565,song_0405,eXlDZNtJpi8,2906,3110,2025-08-08T17:28:19Z
perf_1566,song_0421,eXlDZNtJpi8,3136,3372,2025-08-08T17:28:19Z
perf_1567,song_0319,eXlDZNtJpi8,3392,3646,2025-08-08T17:28:19Z
perf_1568,song_0403,eXlDZNtJpi8,3657,3913,2025-08-08T17:28:19Z
perf_1569,song_0716,eXlDZNtJpi8,3949,4162,2025-08-08T17:28:19Z
perf_1570,song_0001,eXlDZNtJpi8,4229,4467,2025-08-08T17:28:19Z
perf_1571,song_0008,eXlDZNtJpi8,4482,4747,2025-08-08T17:28:19Z
perf_1572,song_0717,eXlDZNtJpi8,4761,5038,2025-08-08T17:28:19Z
perf_1573,song_0389,eXlDZNtJpi8,5067,5305,2025-08-08T17:28:19Z
perf_1574,song_0488,eXlDZNtJpi8,5363,5663,2025-08-08T17:28:19Z
perf_1575,song_0411,eXlDZNtJpi8,5676,5889,2025-08-08T17:28:19Z
perf_1576,song_0423,eXlDZNtJpi8,5911,6144,2025-08-08T17:28:19Z
perf_1577,song_0007,eXlDZNtJpi8,6291,6530,2025-08-08T17:28:19Z
perf_1578,song_0006,eXlDZNtJpi8,6557,6818,2025-08-08T17:28:19Z
perf_1579,song_0639,eXlDZNtJpi8,6847,7168,2025-08-08T17:28:19Z
perf_1580,song_0718,WmYhdrcYxLA,441,441,2025-08-07T16:27:03Z
perf_1581,song_0719,WmYhdrcYxLA,441,745,2025-08-07T16:27:03Z
perf_1582,song_0447,WmYhdrcYxLA,745,745,2025-08-07T16:27:03Z
perf_1583,song_0720,WmYhdrcYxLA,745,1111,2025-08-07T16:27:03Z
perf_1584,song_0588,WmYhdrcYxLA,1111,1542,2025-08-07T16:27:03Z
perf_1585,song_0721,WmYhdrcYxLA,1542,1542,2025-08-07T16:27:03Z
perf_1586,song_0722,WmYhdrcYxLA,1542,1853,2025-08-07T16:27:03Z
perf_1587,song_0723,WmYhdrcYxLA,1853,2037,2025-08-07T16:27:03Z
perf_1588,song_0514,WmYhdrcYxLA,2037,2037,2025-08-07T16:27:03Z
perf_1589,song_0724,WmYhdrcYxLA,2037,2341,2025-08-07T16:27:03Z
perf_1590,song_0515,WmYhdrcYxLA,2341,2341,2025-08-07T16:27:03Z
perf_1591,song_0725,WmYhdrcYxLA,2341,2669,2025-08-07T16:27:03Z
perf_1592,song_0065,WmYhdrcYxLA,2669,2948,2025-08-07T16:27:03Z
perf_1593,song_0164,WmYhdrcYxLA,2948,3541,2025-08-07T16:27:03Z
perf_1594,song_0140,WmYhdrcYxLA,3541,3864,2025-08-07T16:27:03Z
perf_1595,song_0726,WmYhdrcYxLA,3864,4516,2025-08-07T16:27:03Z
perf_1596,song_0106,WmYhdrcYxLA,4516,4516,2025-08-07T16:27:03Z
perf_1597,song_0727,WmYhdrcYxLA,4516,4847,2025-08-07T16:27:03Z
perf_1598,song_0728,WmYhdrcYxLA,4847,4847,2025-08-07T16:27:03Z
perf_1599,song_0729,WmYhdrcYxLA,4847,5101,2025-08-07T16:27:03Z
perf_1600,song_0392,WmYhdrcYxLA,5101,5101,2025-08-07T16:27:03Z
perf_1601,song_0730,WmYhdrcYxLA,5101,5353,2025-08-07T16:27:03Z
perf_1602,song_0101,WmYhdrcYxLA,5353,5353,2025-08-07T16:27:03Z
perf_1603,song_0731,WmYhdrcYxLA,5353,5669,2025-08-07T16:27:03Z
perf_1604,song_0367,WmYhdrcYxLA,5669,5669,2025-08-07T16:27:03Z
perf_1605,song_0732,WmYhdrcYxLA,5669,5897,2025-08-07T16:27:03Z
perf_1606,song_0418,WmYhdrcYxLA,5897,6286,2025-08-07T16:27:03Z
perf_1607,song_0439,WmYhdrcYxLA,6286,6286,2025-08-07T16:27:03Z
perf_1608,song_0733,WmYhdrcYxLA,6286,6598,2025-08-07T16:27:03Z
perf_1609,song_0545,WmYhdrcYxLA,6598,6598,2025-08-07T16:27:03Z
perf_1610,song_0734,WmYhdrcYxLA,6598,6913,2025-08-07T16:27:03Z
perf_1611,song_0408,WmYhdrcYxLA,6913,7310,2025-08-07T16:27:03Z
perf_1612,song_0735,WmYhdrcYxLA,7310,7617,2025-08-07T16:27:03Z
perf_1613,song_0467,WmYhdrcYxLA,7617,7917,2025-08-07T16:27:03Z
perf_1614,song_0442,nMP02CeqvD0,399,735,2025-08-06T16:35:41Z
perf_1615,song_0465,nMP02CeqvD0,735,1169,2025-08-06T16:35:41Z
perf_1616,song_0407,nMP02CeqvD0,1169,1169,2025-08-06T16:35:41Z
